business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos
OPERATIONAL,"İstiklal, Cevdet Sunay Cd. No:19, 80020 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0749043, 'lng': 36.2492127}, 'viewport': {'northeast': {'lat': 37.07623982989272, 'lng': 36.25053132989272}, 'southwest': {'lat': 37.07354017010728, 'lng': 36.24783167010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Aslan Pharmacy,ChIJoW0hzcwhLxURbQP-djePUHA,"{'compound_code': '36FX+XM Osmaniye Merkez, Osmaniye', 'global_code': '8G9R36FX+XM'}",0.0,ChIJoW0hzcwhLxURbQP-djePUHA,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,{'open_now': False},
OPERATIONAL,"Raufbey, Atatürk Cd. D:No:303, 80010, 80010 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0694619, 'lng': 36.2457392}, 'viewport': {'northeast': {'lat': 37.07074632989272, 'lng': 36.24699817989272}, 'southwest': {'lat': 37.06804667010727, 'lng': 36.24429852010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Şeyma Kayırıcı Eczanesi,ChIJrfo6izghLxUR74s9Z_CCRTA,"{'compound_code': '369W+P6 Osmaniye Merkez, Osmaniye', 'global_code': '8G9R369W+P6'}",0.0,ChIJrfo6izghLxUR74s9Z_CCRTA,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,,
OPERATIONAL,"İstiklal, 19 Sok. No:19, 80020 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.061531, 'lng': 36.2732622}, 'viewport': {'northeast': {'lat': 37.06289752989273, 'lng': 36.27461142989272}, 'southwest': {'lat': 37.06019787010728, 'lng': 36.27191177010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Selin Pharmacy,ChIJKZvdR5ofLxURx1fjdXl8Kls,"{'compound_code': '376F+J8 Osmaniye Merkez, Osmaniye', 'global_code': '8G9R376F+J8'}",4.0,ChIJKZvdR5ofLxURx1fjdXl8Kls,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",2,{'open_now': False},
OPERATIONAL,"İstiklal, No:9, 80020 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.059961, 'lng': 36.264637}, 'viewport': {'northeast': {'lat': 37.06131382989273, 'lng': 36.26601297989272}, 'southwest': {'lat': 37.05861417010728, 'lng': 36.26331332010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Darkar Pharmacy,ChIJ9Z9TULUhLxURY6vZiOjPWVs,,0.0,ChIJ9Z9TULUhLxURY6vZiOjPWVs,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,{'open_now': False},
OPERATIONAL,"Alibeyli, Atatürk Cd. No:253, 80010 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0718731, 'lng': 36.2471973}, 'viewport': {'northeast': {'lat': 37.07322297989273, 'lng': 36.24856317989271}, 'southwest': {'lat': 37.07052332010728, 'lng': 36.24586352010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Sarpkaya Eczanesi,ChIJRQsED8whLxURJsfY5-XrMgI,"{'compound_code': '36CW+PW Osmaniye Merkez, Osmaniye', 'global_code': '8G9R36CW+PW'}",4.5,ChIJRQsED8whLxURJsfY5-XrMgI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",4,{'open_now': False},
OPERATIONAL,"Hacı Osmanlı, 4009. Sk. No:6/A, 80020 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0667735, 'lng': 36.257405}, 'viewport': {'northeast': {'lat': 37.06810517989273, 'lng': 36.25880992989272}, 'southwest': {'lat': 37.06540552010728, 'lng': 36.25611027010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Ihlamur Eczanesi,ChIJ5cqZo_chLxURPHDvwlHeyj4,"{'compound_code': '3784+PX Osmaniye Merkez, Osmaniye', 'global_code': '8G9R3784+PX'}",0.0,ChIJ5cqZo_chLxURPHDvwlHeyj4,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,{'open_now': False},
OPERATIONAL,"Karaboyunlu, 5532. Sk. No:70, 80010 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0588131, 'lng': 36.2561001}, 'viewport': {'northeast': {'lat': 37.06019437989272, 'lng': 36.25745912989272}, 'southwest': {'lat': 37.05749472010728, 'lng': 36.25475947010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Deveci Eczanesi,ChIJU0britshLxURFv-7_Bgt_aI,"{'compound_code': '3754+GC Osmaniye Merkez, Osmaniye', 'global_code': '8G9R3754+GC'}",5.0,ChIJU0britshLxURFv-7_Bgt_aI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",6,{'open_now': False},"[{'height': 2664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116262342089063849958"">ilhan Avlukyarı</a>'], 'photo_reference': 'AfLeUgOFQzXyRYXbokGj2xYSMVU4GmxSrj6ENNrfgPBwIHPKFqNrS6JgdPSH3F6iDwh5NzhiD7lJReZVJkTbMSb4L__ie_j8FWXZ_022jMqgHcwFo_tt5GXsP4o8cGd8KDm6XolQ3gLQN-xHb1DLO1Wa_EHHjvqMyI05vROhpQUI57RDAnuC', 'width': 1500}]"
OPERATIONAL,"Alibeyli, Atatürk Cd. No:235, 80010 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0731081, 'lng': 36.2500693}, 'viewport': {'northeast': {'lat': 37.07445282989272, 'lng': 36.25142162989272}, 'southwest': {'lat': 37.07175317010727, 'lng': 36.24872197010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Kobaner Pharmacy,ChIJ52lJBc0hLxURD2R2ZNFvsUk,"{'compound_code': '37F2+62 Osmaniye Merkez, Osmaniye', 'global_code': '8G9R37F2+62'}",3.9,ChIJ52lJBc0hLxURD2R2ZNFvsUk,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",37,{'open_now': False},
OPERATIONAL,"İstiklal, Dr. Sadık Ahmet Cd. No:24, 80020 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0747796, 'lng': 36.2500771}, 'viewport': {'northeast': {'lat': 37.07614527989273, 'lng': 36.25145837989272}, 'southwest': {'lat': 37.07344562010728, 'lng': 36.24875872010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Andırın Eczanesi,ChIJ1dt0Ms0hLxURS29wfEFz_zI,"{'compound_code': '37F2+W2 Osmaniye Merkez, Osmaniye', 'global_code': '8G9R37F2+W2'}",4.4,ChIJ1dt0Ms0hLxURS29wfEFz_zI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",5,{'open_now': False},"[{'height': 638, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100873855221589298096"">A Google User</a>'], 'photo_reference': 'AfLeUgMYDwENWGTUAWj-zRLWm6TkVjrNauMY-uF52KLmwUTb_TjJphpz0StzaTqhPsuvUZD3k0-lLad0lVeOE_0w-1RXhjqxQahsH3cYxU-Wwpn-1BiBXzjC4q5Eoo6SWgaSMnfE2gX9EC8XR_5SfhZj8lFpOJ3Kql2k0Y2TC7MuXhpmOrR2', 'width': 638}]"
OPERATIONAL,"Alibeyli, Cevdet Sunay Cd. NO:144, 80010 Osmaniye Merkez/Osmaniye, Türkiye","{'location': {'lat': 37.0709075, 'lng': 36.251891}, 'viewport': {'northeast': {'lat': 37.07230462989272, 'lng': 36.25334297989271}, 'southwest': {'lat': 37.06960497010728, 'lng': 36.25064332010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Toklu Eczanesi,ChIJgdCOhc0hLxUROwjyqBdSqyM,"{'compound_code': '37C2+9Q Osmaniye Merkez, Osmaniye', 'global_code': '8G9R37C2+9Q'}",0.0,ChIJgdCOhc0hLxUROwjyqBdSqyM,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,,
